"course_name","number_of_credits","course_code","main_field_of_study","program_title"
"Artificial Intelligence for Industrial Analytics",5,"1TS321","Computer Science A1N, Industrial Engineering and Management A1N, Technology A1N","Master's Programme in Industrial Analytics"
"Artificial Intelligence for Industrial Analytics",5,"1TS321","Computer Science A1N, Industrial Engineering and Management A1N, Technology A1N","Master's Programme in Industrial Engineering and Management"
"Artificial Intelligence in Drug Discovery",5,"3FF036","Pharmaceutical Sciences A1F","Master's Programme in Chemical Engineering"
"Astrochemistry",5,"1FA262","Physics A1N","Master's Programme in Physics – Astronomy and Space Physics"
"Astroparticle Physics",5,"1FA350","Physics A1F","Master's Programme in Physics – Nuclear and Particle Physics"
"Astroparticle Physics",5,"1FA350","Physics A1F","Master's Programme in Physics – Astronomy and Space Physics"
"Astrophysical Tests of Physical Theories",5,"1FA227","Physics A1N","Bachelor's Programme in Physics – Astronomy"
"Astrophysical Tests of Physical Theories",5,"1FA227","Physics A1N","Master's Programme in Physics – Nuclear and Particle Physics"
"Astrophysical Tests of Physical Theories",5,"1FA227","Physics A1N","Master's Programme in Physics – Theoretical Physics: Quantum Fields and Strings"
"Astrophysical Tests of Physical Theories",5,"1FA227","Physics A1N","Master's Programme in Physics – Astronomy and Space Physics"
"Astrophysics I",5,"1FA204","Physics G2F","Bachelor's Programme in Physics – Astronomy"
"Astrophysics I",5,"1FA204","Physics G2F","Bachelor's Programme in Physics – Physics"
"Astrophysics I",5,"1FA204","Physics G2F","Bachelor's Programme in Physics – Geophysics"
"Astrophysics I",5,"1FA204","Physics G2F","Bachelor's Programme in Physics – Meteorology and Climate Physics"
"Astrophysics I",5,"1FA204","Physics G2F","Bachelor's Programme in Physics – Meteorology"
"Astrophysics I",5,"1FA204","Physics G2F","Master's Programme in Physics – Astronomy and Space Physics"
"Astrophysics II",5,"1FA205","Physics G2F","Bachelor's Programme in Physics – Astronomy"
"Atmospheric and Climate Physics",15,"1ME400","Earth Science G2F, Physics G2F","Bachelor's Programme in Physics – Meteorology and Climate Physics"
"Atmospheric and Climate Physics",15,"1ME400","Earth Science G2F, Physics G2F","Bachelor's Programme in Physics – Meteorology"
"Atmospheric and Climate Physics",15,"1ME400","Earth Science G2F, Physics G2F","Master's Programme in Physics – Meteorology and Climate Physics"
"Atmospheric Radiation",5,"1ME418","Earth Science G2F, Physics G2F","Bachelor's Programme in Physics – Meteorology and Climate Physics"
"Atmospheric Radiation",5,"1ME418","Earth Science G2F, Physics G2F","Bachelor's Programme in Physics – Meteorology"
"Atmospheric Radiation",5,"1ME418","Earth Science G2F, Physics G2F","Master's Programme in Physics – Meteorology and Climate Physics"
"Atomic Measurements",5,"1FA668","Physics A1F, Quantum Technology A1F","Master's Programme in Quantum Technology"
"Automata Theory",5,"1MA009","Computer Science G1F, Mathematics G1F","Bachelor's Programme in Computer Science"
"Automata Theory",5,"1MA009","Computer Science G1F, Mathematics G1F","Bachelor's Programme in Mathematics"
"Automatic Control for Electrical Engineers",5,"1TE767","Technology G2F","Bachelor's Programme in Electrical Engineering"
"Automatic Control I",5,"1RT490","Sociotechnical Systems G2F, Technology G2F","Bachelor's Programme in Mathematics"
"Automatic Control I",5,"1RT490","Sociotechnical Systems G2F, Technology G2F","Master's Programme in Electrical Engineering"
"Automatic Control I",5,"1RT490","Sociotechnical Systems G2F, Technology G2F","Master's Programme in Energy Systems Engineering"
"Automatic Control I",5,"1RT490","Sociotechnical Systems G2F, Technology G2F","Master's Programme in Engineering Physics"
"Automatic Control I",5,"1RT490","Sociotechnical Systems G2F, Technology G2F","Master's Programme in Environmental and Water Engineering"
"Automatic Control I",5,"1RT490","Sociotechnical Systems G2F, Technology G2F","Master's Programme in Industrial Engineering and Management"
"Automatic Control I",5,"1RT490","Sociotechnical Systems G2F, Technology G2F","Master's Programme in Molecular Biotechnology Engineering"
"Automatic Control I",5,"1RT490","Sociotechnical Systems G2F, Technology G2F","Master's Programme in Sociotechnical Systems Engineering"
"Automatic Control II",5,"1RT495","Embedded Systems A1N, Technology A1N","Master's Programme in Computer and Information Engineering"
"Automatic Control II",5,"1RT495","Embedded Systems A1N, Technology A1N","Master's Programme in Electrical Engineering"
"Automatic Control II",5,"1RT495","Embedded Systems A1N, Technology A1N","Master's Programme in Embedded Systems"
"Automatic Control II",5,"1RT495","Embedded Systems A1N, Technology A1N","Master's Programme in Energy Systems Engineering"
"Automatic Control II",5,"1RT495","Embedded Systems A1N, Technology A1N","Master's Programme in Engineering Physics"
"Automatic Control II",5,"1RT495","Embedded Systems A1N, Technology A1N","Master's Programme in Sociotechnical Systems Engineering"
"Automatic Control III",5,"1RT496","Technology A1F","Master's Programme in Electrical Engineering"
"Automatic Control III",5,"1RT496","Technology A1F","Master's Programme in Engineering Physics"
"Automation and Robot Engineering",5,"1TE686","Technology G2F","Bachelor's Programme in Biomedical Engineering"
"Automation and Robot Engineering",5,"1TE686","Technology G2F","Bachelor's Programme in Electrical Engineering"
"Automation and Robot Engineering",5,"1TE686","Technology G2F","Bachelor's Programme in Mechanical Engineering"
"Basic Chemistry",10,"1KB018","Chemistry G1N","Master's Programme in Environmental and Water Engineering"
"Basic Chemistry",10,"1KB018","Chemistry G1N","Master's Programme in Molecular Biotechnology Engineering"
"Basic Course in Mathematics",5,"1MA010","Mathematics G1N","Bachelor's Programme in Chemistry"
"Basic Course in Mathematics",5,"1MA010","Mathematics G1N","Bachelor's Programme in Computer Science"
"Basic Course in Mathematics",5,"1MA010","Mathematics G1N","Bachelor's Programme in Earth Science – Earth Science"
"Basic Course in Mathematics",5,"1MA010","Mathematics G1N","Master's Programme in Chemical Engineering"
"Basic Course in Mathematics",5,"1MA010","Mathematics G1N","Master's Programme in Computer and Information Engineering"
"Basic Course in Mathematics",5,"1MA010","Mathematics G1N","Master's Programme in Industrial Engineering and Management"
"Basic Course in Mathematics",5,"1MA010","Mathematics G1N","Master's Programme in Sociotechnical Systems Engineering"
"Basic Materials Chemistry",5,"1KB201","Chemistry G1F, Technology G1F","Integrated Master's Programme in Materials Engineering"
"Basic Mathematical Statistics",5,"MS0073 SLU","Mathematics (main field of study at SLU: Mathematical Statistics) G1F","Master's Programme in Energy Systems Engineering"
"Basic Programming of Embedded Systems",5,"1TM121","Technology G2F","Bachelor's Programme in Biomedical Engineering"
"Basic Topology",5,"1MA179","Mathematics G1F","Bachelor's Programme in Mathematics"
"Basics of Electrical Engineering I: Components and Circuits",5,"1TE704","Technology G1N","Bachelor's Programme in Electrical Engineering"
"Basics of Electrical Engineering I: Components and Circuits",5,"1TE704","Technology G1N","Master's Programme in Electrical Engineering"
"Basics of Electrical Engineering II: Electric Circuit Theory",5,"1TE667","Technology G1F","Bachelor's Programme in Electrical Engineering"
"Basics of Electrical Engineering II: Electric Circuit Theory",5,"1TE667","Technology G1F","Master's Programme in Electrical Engineering"
"Basics of Electrical Engineering III: Field Theory",10,"1TE669","Technology G1F","Bachelor's Programme in Electrical Engineering"
"Basics of Electrical Engineering III: Field Theory",10,"1TE669","Technology G1F","Master's Programme in Electrical Engineering"
"Batteries and Storage",5,"1KB274","Energy Technology A1N, Renewable Electricity Production A1N, Technology A1N","Master's Programme in All-Electric Propulsion Systems"
"Batteries and Storage",5,"1KB274","Energy Technology A1N, Renewable Electricity Production A1N, Technology A1N","Master's Programme in Electrical Engineering"
"Batteries and Storage",5,"1KB274","Energy Technology A1N, Renewable Electricity Production A1N, Technology A1N","Master's Programme in Energy Systems Engineering"
"Batteries and Storage",5,"1KB274","Energy Technology A1N, Renewable Electricity Production A1N, Technology A1N","Master's Programme in Energy Technology – ENTECH"
"Batteries and Storage",5,"1KB274","Energy Technology A1N, Renewable Electricity Production A1N, Technology A1N","Master's Programme in Engineering Physics"
"Batteries and Storage",5,"1KB274","Energy Technology A1N, Renewable Electricity Production A1N, Technology A1N","Master's Programme in Renewable Electricity Production"
"Batteries and Storage",5,"1KB274","Energy Technology A1N, Renewable Electricity Production A1N, Technology A1N","Master's Programme in Sociotechnical Systems Engineering"
"Batteries, Sustainability and Society",10,"1KB735","Battery Technology A1F","Master's Programme in Battery Technology and Energy Storage"
"Battery Control and Safety",5,"1KB714","Battery Technology A1F","Master's Programme in Battery Technology and Energy Storage"
"Bayesian Statistics",10,"1MS900","Mathematics A1N","Master's Programme in Data Science – Machine Learning and Statistics"
"Bayesian Statistics",10,"1MS900","Mathematics A1N","Master's Programme in Mathematics – Applied Mathematics and Statistics"
"Behavioural Ecology",15,"1BG319","Biology A1N","Bachelor's Programme in Biology/Molecular Biology – Biology/Molecular Biology"
"Big Data in Life Sciences",5,"3FB034","Bioinformatics A1N, Computer Science A1N, Technology A1N","Master's Programme in Bioinformatics – Biology Background"
"Big Data in Life Sciences",5,"3FB034","Bioinformatics A1N, Computer Science A1N, Technology A1N","Master's Programme in Bioinformatics – Computer Science Background"
"Big Data in Life Sciences",5,"3FB034","Bioinformatics A1N, Computer Science A1N, Technology A1N","Master's Programme in Biophysics"
"Big Data in Life Sciences",5,"3FB034","Bioinformatics A1N, Computer Science A1N, Technology A1N","Master's Programme in Molecular Biotechnology Engineering"
"Biochemical Technology",10,"1KB428","Chemistry G2F, Technology G2F","Master's Programme in Chemical Engineering"
"Biochemistry",10,"1KB409","Biology G1F, Chemistry G1F","Bachelor's Programme in Chemistry"
"Biochemistry I",5,"1KB408","Biology G1F, Chemistry G1F","Bachelor's Programme in Biology/Molecular Biology – Biology/Molecular Biology"
"Biochemistry I",5,"1KB408","Biology G1F, Chemistry G1F","Master's Programme in Chemical Engineering"
"Biochemistry II",15,"1KB421","Biology G2F, Chemistry G2F","Bachelor's Programme in Biology/Molecular Biology – Biology/Molecular Biology"
"Biochemistry II",15,"1KB421","Biology G2F, Chemistry G2F","Bachelor's Programme in Chemistry"
"Biodiversity and Ecology in Yunnan",15,"1BG213","Biology G2F","Bachelor's Programme in Biology/Molecular Biology – Biology/Molecular Biology"
"Biodiversity and Ecosystem Functioning",15,"1BG514","Biology A1N, Earth Science A1N","Bachelor's Programme in Biology/Molecular Biology – Biology/Molecular Biology"
"Bioengineering: Biomaterials and Design",5,"1KB259","Chemistry A1F, Technology A1F","Master's Programme in Chemistry – Bio and Nano Materials"
"Bioinformatics on the Web",5,"1BG425","Biology G2F","Bachelor's Programme in Biology/Molecular Biology – Biology/Molecular Biology"
"Bioinformatics on the Web",5,"1BG425","Biology G2F","Master's Programme in Applied Biotechnology"
"Biological Diversity: Patterns and Processes",5,"1MB203","Biology G1F","Master's Programme in Molecular Biotechnology Engineering"
"Biologicals I",5,"3FB028","Drug Discovery and Development A1N, Pharmaceutical Sciences A1N","Master's Programme in Chemical Engineering"
"Biologicals I",5,"3FB028","Drug Discovery and Development A1N, Pharmaceutical Sciences A1N","Master's Programme in Molecular Biotechnology Engineering"
